snap_ts,instrument_name,underlying_price,mark_price,mark_iv,open_interest,bid_price,ask_price,volume,volume_usd
1788239347308,ETH-30OCT26-2550-C,2488.0,0.069344,50.04,1258.0,0.069,0.07,2.0,350.14
1788239347308,ETH-25SEP26-8500-C,2482.72,1.9e-05,130.85,1699.0,,0.0001,0.0,0.0
1788239347308,ETH-27NOV26-2600-C,2493.76,0.081729,51.18,153.0,0.081,0.0825,150.0,28909.04
1788239347308,ETH-26MAR27-5000-P,2523.13,0.998335,59.39,0.0,0.979,1.0165,0.0,0.0
1788239347308,ETH-25SEP26-4500-P,2482.76,0.812678,79.82,6.0,0.805,0.82,0.0,0.0
1788239347308,ETH-2SEP26-2540-C,2474.82,0.001845,44.3,276.0,0.0017,0.002,211.0,1228.25
1788239347308,ETH-30OCT26-3200-C,2488.0,0.014711,53.69,4781.0,0.014,0.015,35.0,1166.79
1788239347308,ETH-2SEP26-2500-P,2474.82,0.015255,41.87,63.0,0.0125,0.019,50.0,1854.18
1788239347308,ETH-1SEP26-2800-C,2474.44,0.0,82.45,548.0,,0.0001,0.0,0.0
1788239347308,ETH-18SEP26-2000-C,2479.6,0.195229,56.67,0.0,0.192,0.198,0.0,0.0
1788239347308,ETH-26MAR27-800-C,2523.18,0.686339,79.51,0.0,0.6825,0.69,0.0,0.0
1788239347308,ETH-26MAR27-4400-C,2523.13,0.026742,57.77,1064.0,0.026,0.028,0.0,0.0
1788239347308,ETH-25DEC26-3000-P,2498.2,0.253218,52.49,781.0,0.246,0.2615,0.0,0.0
1788239347308,ETH-25SEP26-2500-P,2482.76,0.053364,48.43,4185.0,0.0525,0.054,272.0,39698.94
1788239347308,ETH-25SEP26-13000-C,2482.76,1.9e-05,170.75,3307.0,,0.0001,0.0,0.0
1788239347308,ETH-4SEP26-2250-P,2475.6,0.000696,57.07,2552.0,0.0006,0.0008,440.0,1474.37
1788239347308,ETH-25SEP26-7200-P,2482.76,1.900065,115.02,0.0,1.888,1.9135,0.0,0.0
1788239347308,ETH-25JUN27-1900-P,2551.53,0.076546,56.9,3366.0,0.075,0.078,0.0,0.0
1788239347308,ETH-27NOV26-3400-P,2493.76,0.382413,54.85,0.0,0.375,0.3915,0.0,0.0
1788239347308,ETH-2SEP26-2280-P,2474.8,9.8e-05,62.44,21.0,,0.0001,14.0,9.81
1788239347308,ETH-25DEC26-4500-C,2498.2,0.006996,59.52,3016.0,0.0065,0.0075,0.0,0.0
1788239347308,ETH-30OCT26-1000-P,2487.96,0.000355,88.07,1893.0,0.0001,0.0012,0.0,0.0
1788239347308,ETH-25JUN27-1400-C,2551.53,0.480169,61.74,50.0,0.475,0.487,0.0,0.0
1788239347308,ETH-26MAR27-2300-C,2523.13,0.2039,54.75,7621.0,0.1985,0.211,0.0,0.0
1788239347308,ETH-4SEP26-2500-C,2475.56,0.012155,44.8,5116.0,0.0115,0.0125,205.0,6458.53
1788239347308,ETH-25SEP26-6400-C,2482.76,3.1e-05,106.8,2860.0,,0.0001,0.0,0.0
1788239347308,ETH-1SEP26-2240-P,2474.4,0.0,70.52,602.0,,0.0001,38.0,9.27
1788239347308,ETH-1SEP26-2280-C,2474.4,0.078572,67.89,0.0,0.076,0.0815,0.0,0.0
1788239347308,ETH-25DEC26-3500-P,2498.18,0.425413,54.37,62.0,0.416,0.4355,0.0,0.0
1788239347308,ETH-26MAR27-6000-C,2523.13,0.008762,62.15,5120.0,0.008,0.01,5.0,97.71
1788239347308,ETH-11SEP26-2700-P,2477.59,0.096277,49.28,1.0,0.0925,0.1005,0.0,0.0
